Recency,Frequency,Monetary
28,2,917.06
238,2,-99.72999999999999
86,1,423.26
25,2,572.19
135,1,58.5
1,12,3417.26
59,6,821.35
7,7,1715.01
211,1,135.6
67,1,266.4
199,1,93.8
7,13,4619.3
6,6,1591.74
36,2,707.79
29,9,2093.21
35,3,1143.3
59,11,2663.42
287,1,285.6
218,4,396.45
4,9,1344.64
21,1,195.0
106,4,1503.2400000000002
3,6,1545.44
11,2,1531.63
59,1,656.16
45,3,643.47
9,1,902.35
14,14,6036.77
22,1,524.65
17,1,202.85
31,5,1241.85
147,5,1643.51
9,15,5937.28
59,3,649.76
62,5,635.89
28,11,7185.07
129,2,900.1800000000001
38,1,516.28
146,5,956.4000000000001
14,3,2143.84
100,1,280.7
136,1,90.42
188,1,182.64000000000001
0,6,850.84
78,4,6781.8
0,11,4169.15
0,10,2816.45
49,7,3727.4
3,4,950.7
91,1,120.44
90,1,221.65
21,1,189.93
35,1,548.5
7,5,1555.4
14,4,645.19
24,16,2571.6
30,2,399.9
11,6,970.7
67,5,584.37
15,1,228.07
168,2,3501.221
31,8,536.26
17,11,4557.95
67,1,262.24
134,1,256.95
203,2,111.0
63,8,2887.4100000000003
7,7,2374.5
24,8,1606.98
368,1,204.24
51,4,2093.46
65,1,250.85
226,2,400.95
324,1,266.05
214,1,711.23
43,1,225.3
71,5,652.8
17,4,1276.66
0,3,982.86
37,4,1016.22
42,4,1272.01
14,8,2118.25
371,1,120.0
36,3,749.0600000000001
146,2,175.5
3,3,213.14000000000001
72,3,1111.55
41,2,1273.47
7,1,127.2
65,10,1574.3600000000001
25,7,2630.92
36,2,261.9
282,2,42.5
8,9,2107.07
308,1,221.69
36,5,1943.51
9,7,1275.0
39,16,5823.55
4,3,1256.6000000000001
9,7,1751.92
11,4,536.02
169,1,110.95
10,4,964.55
18,5,940.69
71,3,332.42
71,7,3385.59
22,9,1616.81
151,1,151.17
318,2,203.14
112,2,167.65
230,4,773.8800000000001
44,4,1066.03
63,8,3810.64
24,1,258.65
0,108,18036.76
31,13,3106.51
114,1,376.34
46,8,2900.18
42,6,1372.5
32,13,1677.37
30,7,2983.39
241,2,279.89
165,3,982.59
14,9,2747.08
51,6,1038.03
15,29,8989.54
105,1,934.23
309,1,349.25
11,11,2505.11
119,7,1888.49
55,3,624.36
23,2,587.69
44,7,670.41
15,2,343.71
46,5,933.83
16,5,1982.3400000000001
231,3,815.69
288,5,614.1
25,1,75.6
14,22,3876.2599999999998
25,8,1631.38
144,2,640.54
62,5,2519.32
108,1,760.1
52,3,2660.0
59,2,909.5
87,3,369.94
78,1,395.69
60,1,160.0
52,5,2709.59
7,5,925.3
367,1,143.70000000000002
123,1,420.22
7,1,35.400000000000006
29,3,504.44
67,1,105.56
153,1,14.850000000000001
179,1,271.05
18,3,673.33
56,4,705.1
17,4,986.22
213,1,135.39
6,1,39.75
59,28,2871.04
32,15,2951.54
8,1,255.0
88,2,423.85
261,1,222.22000000000003
14,4,1318.3899999999999
204,2,1.7763568394002505e-15
25,2,457.89
28,1,471.84000000000003
291,1,205.35999999999999
268,1,143.85999999999999
9,4,921.5600000000001
1,135,18158.22
102,10,7389.96
14,8,1488.29
23,7,764.64
30,2,24.35
74,3,599.38
50,1,877.7
315,1,76.32000000000001
21,1,295.13
29,6,934.26
20,2,121.7
37,2,190.47000000000003
1,6,757.08
176,1,896.8000000000001
141,10,1112.51
15,6,1121.43
50,4,588.22
7,14,3543.05
30,8,2617.7
14,2,428.25
77,3,1326.04
119,1,338.65
21,4,1016.19
72,7,1971.82
88,1,215.22
312,1,106.67999999999999
43,3,1994.47
44,8,1421.88
252,3,986.08
49,8,1297.01
260,2,243.15
9,87,243853.05
158,1,270.0
38,19,4378.0
16,7,2227.45
223,1,62.5
29,7,1371.77
148,5,1666.41
373,1,246.86
14,7,1899.08
50,3,498.95
64,2,601.97
62,3,635.06
65,2,490.6
62,2,913.95
0,36,12221.46
80,1,111.63
268,4,1957.54
367,1,190.47
184,2,1127.45
150,2,347.59
2,3,1674.41
144,1,173.66
23,1,419.22
20,8,5742.25
227,1,184.91
206,2,386.44
6,5,1272.95
6,65,27828.56
22,3,376.20000000000005
63,4,1462.81
223,1,146.56
25,1,228.52
211,13,4241.16
49,6,844.58
35,2,773.6800000000001
8,8,2056.3
27,2,422.63
15,8,1123.59
60,7,966.96
252,1,244.31
154,4,1466.72
0,3,687.7
70,3,593.47
50,2,880.96
77,6,1961.02
0,15,3410.44
59,2,258.96
253,1,367.54
70,2,139.2
3,3,1085.91
14,13,3955.34
14,9,1300.31
53,1,411.0
0,14,2708.21
35,6,736.21
77,4,958.0699999999999
79,1,235.77
368,2,72.8
45,1,226.42
14,1,109.07
112,2,309.1
6,7,927.89
225,1,341.9
29,4,546.76
289,1,116.5
181,3,22.55
48,1,190.58
8,3,586.24
27,14,2761.1800000000003
2,4,6579.26
51,5,1045.47
23,25,6102.02
120,2,374.05
35,1,2389.62
162,3,473.7
2,21,8370.47
44,9,2645.65
7,2,497.25
70,1,579.85
227,1,50.48
1,9,2732.49
136,11,1303.9
41,4,593.5
3,12,1360.46
114,1,310.15
371,1,112.03
319,2,126.45
95,1,306.36
52,5,905.68
16,18,4886.07
9,3,1874.5
31,3,1380.9099999999999
79,1,192.02
261,1,117.05000000000001
367,1,-9.95
0,9,4008.91
109,1,382.81
25,11,5055.07
102,7,2748.4700000000003
240,3,579.92
223,2,125.7
163,1,241.45
7,1,406.56
21,6,1143.44
35,2,256.71
55,1,-530.31
290,2,305.35
24,1,159.94
185,1,90.96
106,1,110.65
231,1,476.88
9,6,1781.56
241,1,303.63
170,1,396.91
28,4,617.04
1,14,2849.51
142,1,300.31
16,6,541.37
372,1,180.45
4,8,3160.05
65,6,-1502.98
39,3,536.15
74,1,110.03999999999999
25,2,504.14
256,2,686.76
4,3,446.59
22,1,170.5
233,1,178.85
4,4,888.91
216,1,154.21
15,7,2778.87
93,3,495.76
129,2,184.34
15,5,767.47
1,7,1230.15
120,1,157.70000000000002
14,8,2824.8
3,16,2659.37
216,2,385.2
300,1,0.0
23,11,7663.7
7,4,995.29
209,7,1623.97
265,3,-274.63
133,1,94.8
42,1,485.86
162,3,293.09999999999997
72,7,1804.6200000000001
58,2,769.9200000000001
53,3,915.28
162,2,277.36
9,8,3867.2400000000002
71,1,211.79999999999998
65,8,3498.62
234,1,150.0
58,2,406.79999999999995
35,3,1011.2
39,1,310.56
8,25,7638.16
2,8,1274.01
265,1,318.06
59,15,3272.19
49,4,888.3199999999999
25,6,1552.28
109,5,5874.65
77,7,2413.281
140,1,180.75
189,1,351.9
15,13,1192.61
366,1,-48.75
7,3,77.52000000000001
1,8,6460.32
3,16,2200.13
15,4,1230.42
15,6,2033.0
35,8,1467.3500000000001
128,5,726.89
115,4,802.6800000000001
268,1,334.45
170,1,116.18
70,2,1392.83
156,2,256.7
53,2,425.85
11,19,2307.39
319,1,185.06
25,13,2755.35
304,1,120.6
62,3,730.8
253,2,691.6
51,2,552.35
325,1,202.35000000000002
202,4,544.41
78,4,756.46
18,24,13468.56
0,9,1515.75
37,5,1734.3600000000001
0,12,2119.39
30,1,1331.38
157,1,13.919999999999998
1,6,853.81
30,3,686.16
43,2,605.05
9,7,1339.79
80,3,-66.98
2,14,2615.84
98,1,104.10000000000001
63,5,1380.98
0,270,137710.76
18,8,-92.94000000000011
23,4,2845.7
240,1,-5.85
10,10,1493.8200000000002
66,6,1623.3700000000001
231,2,1123.75
39,7,4345.66
174,1,359.35
200,1,629.4
28,2,843.74
245,2,620.96
366,1,-7.95
16,3,337.65
31,1,308.2
254,2,204.46
56,1,612.8100000000001
56,6,2763.78
0,2,666.13
78,5,885.0
13,6,555.26
254,1,1065.12
25,5,4261.04
137,4,2289.43
265,1,-934.66
52,2,531.49
213,1,182.1
36,5,706.56
298,1,107.62
24,10,3831.97
48,1,179.4
23,4,758.97
94,6,498.55
1,29,9331.46
53,4,677.25
338,1,167.27
367,1,163.77
56,1,1325.0
279,1,203.2
230,3,458.26
14,16,9322.32
174,3,240.21000000000004
14,8,1645.3799999999999
22,5,881.24
76,6,1216.72
93,1,353.65
338,1,906.23
44,12,2001.34
16,1,30.300000000000004
56,1,192.45
360,1,31.929999999999996
65,7,1155.02
370,1,429.66
372,1,150.68
28,2,211.39999999999998
207,1,237.78
324,1,183.20000000000002
23,4,1058.1399999999999
11,2,563.1
0,8,1305.85
15,6,1704.11
296,1,342.4
247,2,304.17
65,1,314.67
77,1,210.5
198,1,36.13
17,8,872.42
116,2,442.28999999999996
290,1,230.4
63,2,338.31
227,1,129.48000000000002
29,2,199.10999999999999
2,6,3127.9700000000003
108,7,1022.03
1,42,7474.86
88,1,277.4
115,2,360.0
30,2,416.6
8,2,429.78
122,10,1610.82
136,20,2265.77
28,5,442.85
2,1,111.25
14,1,198.47
1,7,775.21
312,1,281.05
4,12,5248.75
2,8,2414.18
203,1,617.83
10,2,579.89
15,7,1922.09
3,3,521.78
253,2,362.15
15,7,1446.38
29,12,2150.54
1,7,8821.55
21,6,3957.04
11,2,397.76
4,4,579.67
3,56,19799.86
176,1,7.49
79,1,109.47
230,1,179.52
98,5,2333.3199999999997
14,25,8097.47
58,12,2454.12
3,1,98.7
56,2,2349.5
14,7,2528.55
109,3,549.12
155,1,113.64999999999999
78,4,1695.06
11,6,1252.19
11,16,2069.43
2,90,82162.74
58,4,1597.76
45,4,1254.41
45,1,168.73
48,3,2105.37
53,2,621.54
7,3,737.0500000000001
21,2,473.49
114,1,187.51999999999998
35,5,1744.61
64,2,817.46
127,4,544.99
91,4,2423.88
3,28,7953.17
0,13,2793.09
62,2,546.25
2,8,1460.92
303,1,93.35000000000001
14,2,965.2
364,1,347.54
199,2,218.53
106,4,546.15
83,2,315.35
7,26,9247.74
98,2,83.0
55,6,1771.04
218,4,338.97
1,11,1684.3999999999999
70,8,993.46
165,2,554.67
65,2,795.98
7,5,608.6
214,2,498.15000000000003
38,2,509.75
7,3,1163.39
246,1,209.4
18,2,639.56
352,2,187.99
83,3,934.19
57,10,2839.09
56,3,2456.86
111,2,266.63
114,13,5007.28
171,2,449.49
154,1,304.97
65,1,312.68
20,12,3412.78
29,1,80.28
17,2,824.48
16,2,208.3
191,1,166.63
155,5,747.55
20,2,486.59000000000003
77,1,889.44
92,9,1378.31
45,6,2110.23
67,1,304.18
14,15,5476.47
211,4,1033.81
91,3,3686.61
58,2,2085.61
330,2,513.73
113,2,1089.44
18,1,383.96999999999997
204,2,718.04
35,2,36.25999999999999
30,4,3475.7200000000003
9,3,431.11
23,1,119.92
363,2,241.5
15,7,1186.63
8,1,487.75
102,1,167.16
42,4,1468.82
17,2,569.22
41,1,81.15
15,8,1399.26
45,1,345.71
231,2,985.09
60,1,948.93
27,10,5240.62
2,3,816.9300000000001
0,4,268.16999999999996
15,12,2319.902
182,4,637.03
22,2,283.19
109,3,991.7900000000001
360,1,310.43
16,5,1298.99
69,1,834.4399999999999
98,3,588.05
0,3,937.07
3,18,4666.51
67,2,313.7
23,5,771.4
42,4,365.81
9,6,1853.7
129,1,549.05
71,3,598.0600000000001
55,8,-2570.1800000000003
25,9,2572.38
44,5,653.77
58,1,100.4
365,1,178.98000000000002
13,2,845.01
0,1,383.07
11,1,106.47999999999999
28,5,880.47
253,1,389.49
198,1,426.24
24,14,5651.37
283,1,379.7
1,7,1702.0
107,16,2830.66
244,3,662.2
147,5,526.78
31,4,1269.0900000000001
63,2,2193.56
221,1,160.5
231,2,228.35999999999999
36,1,59.400000000000006
4,6,690.3000000000001
6,14,2629.43
65,3,1293.72
57,1,302.04
70,1,610.6
295,2,218.61
37,5,2095.0
190,1,266.25
99,3,611.11
46,4,1865.03
65,6,2489.79
275,1,60.0
49,16,9768.49
52,5,1312.28
34,6,1117.99
181,3,773.04
31,10,2756.52
196,1,71.95
49,1,368.75
147,4,1182.3799999999999
7,24,7317.61
16,3,1253.18
15,2,239.87
114,2,450.46000000000004
239,2,1839.52
14,5,722.4
113,4,941.2500000000001
15,2,816.56
23,22,4942.99
0,11,2097.95
85,4,1309.01
234,1,228.96
29,4,472.67
60,1,220.44
196,4,496.15999999999997
0,6,1264.33
123,2,284.4
13,10,6077.67
205,1,348.59
25,4,135.43
135,1,24.75
42,1,94.92
14,3,369.34000000000003
0,6,1574.51
56,3,635.61
28,9,2551.81
8,34,8854.73
300,1,247.5
35,2,222.3
289,1,207.04
48,10,6593.82
1,16,4581.93
7,7,3456.5299999999997
3,6,2533.09
357,2,291.05
200,3,604.76
3,2,225.15
190,1,93.6
135,7,2306.63
245,10,715.53
113,1,1634.64
0,158,54033.21
18,9,1995.39
31,3,472.67999999999995
312,2,112.05000000000001
52,14,3909.92
111,1,711.18
168,4,320.9
336,1,140.22000000000003
30,8,1434.52
231,9,1218.1100000000001
42,1,107.24
0,16,1711.98
134,4,755.41
1,6,4892.68
36,1,240.5
37,2,344.72
312,1,277.93
56,8,1069.7
196,1,105.5
84,2,380.5
52,3,339.23
1,6,1132.3
8,2,547.6
4,7,1745.09
183,1,111.15
2,7,2314.1
233,7,-94.8
3,4,664.66
317,1,-36.75
0,28,8602.55
189,9,162.6
161,3,270.15000000000003
83,2,613.08
7,2,678.11
38,6,2242.81
44,5,1786.57
53,8,3138.04
29,1,275.8
9,12,3305.88
45,1,1352.96
297,1,59.400000000000006
85,9,3947.02
6,6,1002.9300000000001
259,1,139.32
325,1,60.959999999999994
17,5,1179.95
97,2,246.5
35,1,1174.55
0,8,1739.8400000000001
58,4,1290.77
9,12,7718.64
317,1,-10.5
7,3,1378.73
27,2,625.2
127,1,468.65
35,4,2233.8
31,2,1216.66
205,2,282.92
9,3,1376.0900000000001
202,3,659.48
30,9,3067.86
218,1,508.20000000000005
55,3,586.1
87,2,216.95000000000002
22,5,1189.87
126,2,170.88
10,1,257.06
211,1,310.74
88,2,465.15999999999997
336,2,117.2
203,2,1234.88
65,7,-2531.3799999999997
113,4,580.28
60,2,449.42
69,6,743.0
20,6,2854.98
14,6,1517.32
216,3,175.64
98,1,214.44
35,4,1941.1200000000001
3,6,1129.9
22,3,668.97
102,3,903.75
137,1,153.24
162,3,130.07
9,7,1519.63
275,1,193.29000000000002
39,4,1269.05
31,3,1254.21
109,8,1865.6
225,1,171.0
11,5,391.65
162,5,329.76
309,1,294.17
69,2,226.86
25,3,1256.63
253,1,126.89
232,1,38.25
38,7,1656.93
37,1,208.79999999999998
52,2,202.82999999999998
95,3,391.29999999999995
80,1,502.45
4,16,5261.63
24,3,1225.93
20,2,949.02
62,2,329.90000000000003
210,1,63.419999999999995
15,2,837.53
79,1,274.8
230,1,150.35
15,5,2180.28
284,1,368.4
210,1,583.56
368,1,147.4
100,6,2686.75
36,1,1993.34
21,8,1539.1099999999997
20,6,592.56
175,2,1061.69
8,6,3039.01
162,1,102.0
314,1,231.32
91,4,340.6
35,8,1237.3300000000002
65,2,181.35
24,4,2168.27
113,4,2412.92
14,1,246.5
266,1,146.14000000000001
9,8,7383.76
1,23,11374.35
358,1,158.65
39,2,399.95
3,10,3071.87
361,1,116.26
155,4,339.92
16,3,1058.25
15,1,152.41
25,2,210.58
0,21,12744.37
14,7,2368.34
22,1,171.81
14,10,2183.84
18,2,344.61
35,11,4091.34
23,17,16707.23
241,1,151.4
8,2,430.78
29,21,2673.46
1,2,1116.72
147,1,311.37
11,6,2174.12
360,1,162.25
0,4,515.97
44,1,259.09
172,11,3036.1
10,1,247.38
147,4,833.16
94,1,114.4
7,16,4591.61
6,1,135.32999999999998
241,3,539.5500000000001
11,14,5132.95
230,1,158.09
56,5,652.7
13,10,1412.22
29,8,1192.95
258,1,162.4
0,28,6946.53
274,2,131.88
203,1,1109.4
32,2,153.52
18,4,1133.8
59,2,536.88
140,4,1453.98
98,2,70.74000000000001
27,2,227.87
25,5,2207.74
4,15,5096.82
21,10,3241.92
15,3,1431.78
253,3,597.23
7,4,732.84
254,1,30.1
358,2,137.15
18,5,887.78
11,14,1216.15
1,30,2333.36
11,1,95.96
34,2,547.34
226,4,1128.66
27,3,608.4000000000001
312,1,579.6
17,5,1496.6
217,3,217.9
122,1,357.6
0,8,1680.25
210,1,238.8
62,1,307.34
80,1,488.32
63,5,1178.71
7,19,8173.860000000001
3,11,1892.3400000000001
268,2,26.25
8,6,735.1700000000001
25,8,2310.83
178,12,1473.81
50,1,692.3
9,17,1289.98
245,1,433.71999999999997
63,7,3008.86
25,27,10922.03
73,1,317.11
31,3,828.5500000000001
35,2,385.53000000000003
59,14,4093.55
28,7,2136.02
11,6,1698.69
44,2,373.57
92,2,566.9
1,12,2737.7200000000003
85,4,2240.9
279,1,295.05
277,1,596.67
144,18,4156.91
18,1,311.1
30,1,100.35
72,2,719.82
48,4,574.23
13,8,2231.2
84,4,603.01
7,18,11372.07
31,8,3458.35
364,1,105.78000000000002
37,3,430.56
7,3,526.97
50,1,169.0
2,3,1354.35
150,3,539.03
55,2,612.76
22,5,1059.7
7,6,1311.44
21,2,226.04
0,7,1212.13
14,6,906.15
296,2,283.73
63,5,853.72
46,3,1764.86
107,2,632.9399999999999
182,2,142.15
360,1,45.300000000000004
86,6,3473.14
52,10,4473.83
39,1,218.35
56,2,648.4
30,2,1473.24
1,10,3130.8
14,10,1533.84
234,3,316.99
108,1,330.79
182,6,147.8
85,1,55.980000000000004
55,1,90.0
53,1,190.57
252,1,266.93
29,4,375.0
294,1,37.5
0,16,4142.86
232,2,721.06
56,9,1113.01
324,1,246.75
259,1,46.2
111,2,140.39000000000001
128,4,1367.26
4,5,948.97
224,1,194.6
52,1,898.87
191,2,420.25
14,8,2395.1
1,4,639.24
88,3,453.93
190,5,658.02
4,8,1913.55
56,4,456.70000000000005
175,1,293.79
16,25,5090.45
185,1,140.49
80,9,2926.09
46,3,740.0
28,2,87.5
25,1,321.91
22,8,4212.65
14,2,544.6
28,3,92.7
14,3,599.8
188,1,125.3
7,11,1343.4
71,2,923.85
56,1,327.68
65,3,1668.67
0,28,8553.35
93,2,208.62
254,1,156.87
10,7,1551.22
84,2,465.45000000000005
0,18,4240.071
95,14,1318.84
7,3,1557.96
128,8,2546.19
14,12,3618.07
21,4,2225.94
83,7,557.94
265,5,-5795.87
77,1,143.05
69,4,1207.81
301,1,370.63
79,3,484.6
276,2,-242.70000000000002
111,32,14685.43
6,23,32445.66
247,1,321.45
239,3,1006.54
53,1,280.88
44,1,138.84
44,6,1011.8000000000001
266,1,45.6
31,4,710.55
66,1,307.95
98,2,124.08000000000001
65,2,1391.71
102,2,848.3299999999999
9,18,3521.58
45,4,3558.65
135,2,215.53
66,6,1580.71
141,6,1937.35
34,2,933.84
13,5,1433.96
371,2,777.0
65,7,1369.8600000000001
9,12,2352.09
216,2,613.6800000000001
127,3,1535.37
53,1,537.1999999999999
88,5,530.18
80,3,1513.84
20,20,4256.75
43,3,903.67
4,20,14350.93
90,3,463.67
21,6,1579.3700000000001
0,2,1557.38
70,8,3385.03
28,2,689.11
177,3,93.3
55,3,2766.4
223,1,340.5
66,7,2005.83
128,6,892.4399999999999
7,5,3874.62
88,2,890.94
198,2,933.77
7,24,1789.48
10,1,1108.82
372,1,80.4
7,4,1515.39
120,1,385.03000000000003
2,19,40053.35
21,6,1507.4
23,3,528.75
171,4,622.78
20,1,107.01
63,3,433.3
256,1,137.99
231,1,-5876.34
11,4,771.87
161,1,109.73
161,1,96.55
11,9,2609.16
111,1,340.48
0,28,17514.63
65,1,273.48
2,11,2466.27
67,1,438.46
3,10,1498.8
91,6,1203.48
8,10,2033.64
252,3,286.26
16,1,244.44000000000003
48,2,1346.29
4,20,5150.56
218,1,94.53
261,1,171.47
31,3,506.02
72,1,33.099999999999994
13,2,413.0
127,5,138.23999999999998
22,16,6804.33
281,1,108.52
44,2,1449.1399999999999
196,2,330.77
39,4,1137.8
4,2,299.03
3,8,953.5500000000001
67,3,238.65000000000003
18,17,1358.22
51,3,871.78
41,3,1027.15
35,2,260.85
4,8,1269.15
29,5,535.65
304,1,128.2
116,1,305.28000000000003
4,1,151.44
259,1,-1899.67
2,25,4071.51
3,1,56.25
48,4,539.39
86,6,317.0
15,1,145.01
13,7,3733.48
178,1,114.69
9,4,920.65
125,2,758.62
35,7,1432.29
83,10,1399.45
71,7,810.08
169,1,6.300000000000001
13,2,205.99
36,1,364.45
1,10,1762.18
241,4,407.07
266,1,248.65
3,1,214.07999999999998
59,5,401.64
31,3,452.23
7,2,363.6
7,1,127.08
366,1,102.82
177,1,134.44
282,1,106.54
291,1,293.53
279,1,594.0
63,1,239.9
52,2,2190.66
366,1,-308.82
14,2,282.79
91,4,330.23
9,1,2945.38
44,1,-31.8
148,2,230.6
284,2,271.28999999999996
28,3,1839.1399999999999
0,4,646.27
137,3,2304.18
59,1,553.85
10,8,5194.25
16,1,304.95
4,12,1870.8
224,1,190.75
7,10,4232.8
186,2,617.6
55,2,492.36
38,3,357.77
317,3,542.89
9,5,394.0
14,1,451.28999999999996
84,1,289.48
298,1,269.21000000000004
2,11,2105.51
79,2,399.58
14,11,2545.92
23,1,404.55
60,2,460.95
233,1,703.22
20,8,730.5800000000002
91,5,1769.33
1,3,680.62
45,4,1266.77
58,4,2173.84
237,1,329.22
99,6,4097.42
30,19,5859.59
240,1,324.51
0,6,2458.9
3,22,5667.59
71,5,1572.8600000000001
16,1,186.3
3,2,216.7
186,2,582.11
10,2,368.31
129,5,1205.64
169,1,150.55
31,2,854.61
46,4,758.07
49,1,694.54
1,2,617.07
252,1,-23.4
28,15,5111.7699999999995
370,1,20.4
16,2,519.06
260,1,169.21
16,5,2878.46
109,5,2146.39
10,7,1754.33
22,1,231.42
18,3,1359.25
17,12,4860.35
11,9,1300.51
1,15,2472.55
36,2,1563.3
6,42,19116.67
43,2,453.45
1,6,967.46
52,4,1333.7
31,2,289.23
16,25,13053.22
30,2,487.03
46,2,232.96
92,11,947.72
230,1,82.2
7,52,40808.3
91,6,1965.72
4,10,1930.68
29,4,470.67
195,1,217.73
59,2,1797.92
175,4,634.42
58,3,449.65
65,5,1070.15
0,6,1005.63
14,4,1082.6000000000001
70,1,340.84000000000003
51,5,1846.33
197,1,235.78
317,1,107.14
8,5,812.84
10,3,777.34
18,2,162.8
316,1,188.44
48,6,2094.19
53,6,1306.78
66,7,1061.85
41,1,62.7
2,7,1718.66
35,3,541.95
55,2,74.9
14,4,1709.83
360,1,109.31
0,10,1975.13
197,6,2900.01
228,1,115.73
52,1,457.7
162,3,750.5600000000001
63,3,3595.77
25,1,252.5
137,3,726.98
209,2,600.0
304,1,283.79
20,3,296.3
1,4,1637.14
305,1,106.75
17,2,1033.8
15,8,1353.72
2,6,1743.6
24,5,1739.92
210,2,1437.43
21,2,263.49
259,1,180.56
139,5,736.13
10,13,2557.33
91,1,447.05
51,3,1264.3500000000001
8,8,2435.67
52,5,836.35
97,1,582.64
69,4,1921.46
24,21,4573.12
53,10,2213.0
73,4,2049.23
65,6,1355.83
282,2,311.7
157,1,460.64
63,1,549.33
32,4,892.92
37,3,417.84
28,5,4255.43
29,6,1297.45
57,2,1658.3700000000001
15,4,575.48
1,3,316.92
53,4,1522.24
2,14,4292.35
14,11,8356.83
361,1,145.06
15,9,1868.18
42,3,1396.05
57,4,987.48
10,9,6359.73
179,2,664.1999999999999
11,32,7923.22
58,4,1516.3
218,1,301.9
277,2,211.7
315,1,422.7
3,4,902.4
357,2,475.74
6,2,832.4200000000001
52,1,335.54
4,10,2447.04
20,11,2951.62
83,1,212.25
35,6,1992.02
71,3,294.05
64,1,141.70000000000002
7,11,2248.62
233,1,-4217.59
45,8,3213.28
317,1,-10.5
16,6,781.05
17,13,2928.77
157,10,611.32
87,4,882.09
3,33,7050.34
0,12,1822.03
140,1,79.9
63,4,327.48
49,6,1149.8700000000001
4,46,6768.48
30,18,4933.25
108,3,744.34
126,4,1237.2
106,3,798.85
56,7,1964.04
69,11,1809.66
36,1,414.7
113,6,5952.79
73,5,3354.0
29,3,739.1
199,1,115.31
7,18,4991.97
42,2,95.85000000000001
29,7,2508.4700000000003
10,15,10238.6
370,1,351.3
45,1,315.98
10,1,308.59999999999997
358,1,323.25
123,1,93.3
104,9,2016.71
72,1,629.36
27,7,942.75
17,11,4525.73
50,1,248.65
52,10,2101.77
7,3,521.64
15,3,529.53
31,3,1062.48
22,10,2047.8600000000001
29,8,2776.19
17,4,1884.16
3,21,17217.760000000002
56,2,543.5699999999999
253,2,603.37
70,1,975.5
8,12,1288.73
135,1,40.8
363,1,-10.17
2,8,1319.3
356,1,498.5
9,2,1087.05
22,1,321.24
37,13,1717.49
13,2,417.05
114,4,640.5
9,4,881.0600000000001
16,5,1824.76
14,4,1074.47
55,5,1708.79
1,8,1396.58
108,4,312.78
10,5,1132.2
72,1,136.65
57,1,63.66
17,4,1078.0
4,4,1680.2
16,10,3795.59
7,1,1056.63
94,2,821.35
8,2,401.94
147,1,128.31
1,2,2.6645352591003757e-15
55,6,3573.34
13,3,967.44
0,10,2222.54
128,2,876.9399999999999
22,11,6630.01
45,3,340.94
21,2,312.62
13,2,709.4300000000001
58,1,348.16
73,2,823.53
21,4,1470.47
58,7,896.06
226,1,186.66
63,2,714.59
92,5,1993.18
283,2,318.34000000000003
8,1,351.75
109,2,1591.24
114,2,1818.79
368,1,188.69
112,4,518.76
20,6,4195.5
360,1,238.05
57,3,1354.46
122,2,1139.28
53,5,2726.36
28,1,205.8
281,1,176.9
112,4,263.65
11,4,864.48
105,1,129.85
97,2,98.81
99,4,1957.7
317,1,117.72
10,7,890.56
2,8,2395.46
111,1,126.05000000000001
261,6,1245.97
32,6,481.8
107,2,178.65
65,3,1367.32
371,1,107.33
27,5,2517.89
329,1,381.66
2,2,560.55
64,3,1194.92
41,3,2560.0
49,2,460.08
67,1,171.15
24,3,1491.4
171,1,176.34
15,7,2777.75
185,3,838.11
88,6,3390.39
