Recency,Frequency,Monetary
261,3,34.8
212,1,146.16
58,12,2953.3
18,11,1587.03
4,15,6849.15
198,1,310.83
62,4,1664.92
59,4,373.46999999999997
67,6,2037.7
66,5,406.77
127,1,263.73
186,8,2726.52
55,4,3517.69
74,2,961.93
72,4,1872.91
42,1,285.54
144,3,741.3199999999999
118,1,613.33
20,1,224.51
23,11,2568.11
65,1,328.77
0,8,1106.02
46,17,3125.23
4,19,3310.2200000000003
14,3,723.66
9,2,349.2
11,3,204.10000000000002
16,1,209.49
29,1,892.1500000000001
11,8,919.03
65,2,189.67
2,8,1756.3799999999999
217,3,1220.83
18,1,549.8100000000001
70,1,141.53
71,4,1111.15
83,1,157.2
37,4,904.58
17,2,309.49
37,3,1256.67
105,2,104.0
252,1,632.28
30,2,247.85
43,2,353.1
31,7,2188.93
64,2,774.4499999999999
1,3,473.69
22,1,765.59
30,4,788.1
288,1,186.05
171,3,467.5
35,4,1052.26
48,2,538.81
4,11,2441.61
28,12,1957.45
108,3,102.69999999999999
263,1,123.13
24,1,222.20000000000002
30,8,2755.92
14,19,2567.75
4,1,205.65
367,1,-12.75
85,3,355.31
24,4,681.97
226,1,231.93
15,7,3629.76
369,1,130.32
4,3,673.24
28,4,457.2
10,1,259.83
66,3,424.96000000000004
218,2,496.49
25,6,1906.48
127,1,35.7
43,2,397.62
212,2,504.99
31,1,75.0
11,3,526.27
4,72,27242.45
17,1,309.5
48,3,638.49
16,6,817.09
43,1,200.26
81,6,1147.19
147,3,1003.0699999999999
303,4,231.84
16,2,301.25
357,1,310.70000000000005
128,1,216.3
52,4,626.98
239,2,282.68
155,1,162.24
25,15,2912.91
21,3,352.65
66,1,-9.0
225,2,471.19
106,1,178.13
219,3,1163.81
196,3,742.4300000000001
265,2,332.17
165,2,251.71
66,5,10.05
6,8,2458.04
8,10,3952.66
10,12,2208.15
364,1,71.78999999999999
225,2,1402.91
48,3,726.34
18,9,2046.13
143,8,2862.4
105,2,712.62
149,1,178.48000000000002
31,7,1664.08
27,5,962.23
69,2,789.6
9,1,154.72
52,3,337.0
6,5,1825.56
294,3,428.23
67,6,1766.54
172,1,134.36
212,2,209.4
15,2,303.7
65,2,179.16000000000003
35,2,792.81
175,1,385.56
79,3,780.46
66,3,731.25
48,17,3729.59
0,9,2172.64
9,4,435.09999999999997
18,1,1191.23
255,2,258.55
28,8,2176.46
207,1,142.71
265,1,240.95
7,6,1777.5
32,3,842.16
363,1,-33.9
265,1,-134.86
14,5,1554.92
56,3,457.35
0,3,327.68
0,5,1420.82
50,3,1140.11
70,2,433.36
24,11,2464.87
81,2,306.19
1,26,11435.27
219,1,426.85
59,1,1004.88
112,3,1531.55
303,1,48.349999999999994
16,5,1018.99
66,2,2007.84
277,1,635.9
20,2,378.28999999999996
276,1,23.35
176,3,395.07
8,7,2343.2
49,1,205.75
370,2,419.78
36,1,137.7
218,2,277.80999999999995
154,6,110.3
10,1,350.52
7,6,3933.29
181,1,104.25999999999999
234,1,30.15
32,27,8724.35
3,22,6836.18
58,4,1315.0
8,1,95.29
1,23,10831.3
15,11,1765.62
136,8,5.329070518200751e-15
10,17,4296.44
1,24,5461.92
32,1,175.0
32,7,2194.2200000000003
111,1,223.85999999999999
35,6,3324.62
204,1,87.8
41,4,526.75
62,2,1020.9000000000001
266,4,1331.03
14,16,3218.87
20,12,2739.83
58,2,850.34
317,1,-10.49
44,5,513.1700000000001
301,1,380.0
261,1,156.6
0,2,264.45
363,1,-5.0
8,2,297.95
63,4,2169.94
228,2,341.59
79,2,998.83
21,4,1361.28
85,1,153.12
16,3,563.6
10,15,3551.18
25,6,721.21
11,4,1397.59
1,3,329.48
20,1,172.8
9,10,1280.04
25,2,434.3
20,3,216.9
183,3,326.25
359,1,60.48
39,2,357.66
34,13,2336.5099999999998
88,2,1286.6200000000001
38,5,1655.64
9,6,2055.82
37,2,673.6
203,2,264.5
18,3,1712.1200000000001
24,4,1579.97
177,2,205.6
36,4,873.04
57,5,1318.0
42,2,130.05
42,2,104.30000000000001
116,8,1867.02
120,2,406.4
7,9,1145.2
41,1,473.0
73,4,3802.04
3,6,749.8100000000001
44,1,490.47
32,1,179.4
336,1,323.40000000000003
23,2,371.63
52,2,428.05
370,1,160.39
78,2,675.05
77,2,327.84
90,2,382.14
155,1,306.58000000000004
55,6,1397.69
221,1,136.2
39,13,10658.57
3,5,1110.2
46,8,2598.64
55,23,7739.4800000000005
3,9,573.48
57,3,611.9000000000001
175,5,788.3100000000001
29,1,151.05
364,1,165.0
204,1,109.2
256,1,98.73
22,7,555.7
261,1,-1144.73
28,16,3764.2000000000003
314,1,171.13
76,2,608.86
37,2,769.78
28,3,849.77
1,3,663.31
163,2,637.75
276,1,151.5
164,2,309.35
14,34,75610.17
24,9,1921.19
25,1,157.63
28,2,127.45
53,2,178.83
43,2,638.6999999999999
46,3,701.62
358,1,98.30000000000001
196,2,191.9
15,8,964.9
1,15,4044.06
58,16,4464.32
50,5,1100.8799999999999
366,1,-15.0
253,2,664.16
23,32,28707.011
35,4,533.41
14,9,6026.14
3,14,3811.03
14,5,1100.45
36,2,621.5600000000001
1,22,7521.96
294,3,343.18
197,1,323.8
265,1,1248.48
1,12,3031.6
4,5,3006.08
3,10,2045.88
11,3,403.74
1,12,4256.62
78,2,654.96
39,1,147.35
6,9,1046.69
18,2,705.14
27,3,1121.45
283,1,170.3
31,8,3363.04
164,1,259.68
28,15,3362.8
140,8,2904.51
212,1,417.59999999999997
148,2,459.68
30,1,226.91
260,1,173.06
127,13,2334.97
91,7,1999.02
18,27,11335.44
23,10,2116.39
226,2,4157.88
7,1,207.5
7,35,54558.18
102,5,1382.9
39,8,1048.02
44,1,163.65
65,1,228.0
373,1,352.85
17,1,420.75
53,5,2379.2
18,9,1179.48
113,3,755.51
7,6,1145.73
92,5,1706.99
52,5,2760.1
71,2,249.65
58,4,905.96
2,7,1279.63
50,1,220.97
35,4,1038.81
1,35,22443.260000000002
42,1,174.16
0,3,606.4
0,33,7680.57
71,1,391.95
11,4,784.73
44,1,533.78
28,1,51.839999999999996
32,4,1017.53
39,3,1334.54
15,10,2174.78
18,3,513.08
15,5,856.1999999999999
0,5,2035.21
28,9,1761.02
189,4,830.01
67,3,447.83
314,2,582.61
212,3,630.75
105,5,943.29
67,4,812.74
49,2,510.5
13,4,1737.45
4,16,5781.4400000000005
88,2,406.02
0,7,1147.6
100,2,182.59
16,1,113.35
298,3,144.84
22,7,1877.76
28,1,225.6
13,3,1051.71
28,5,392.13
23,1,316.1
77,4,857.7900000000001
199,1,91.8
63,2,218.45999999999998
74,2,1302.51
309,1,485.5
8,9,1290.66
41,2,530.5
165,3,543.76
4,13,5610.49
238,3,126.71000000000001
63,7,2066.54
57,21,9344.96
197,2,614.34
253,1,253.88
212,2,628.09
253,1,421.45000000000005
11,3,1130.2
366,1,-67.5
52,2,1408.96
52,2,323.09000000000003
77,1,352.8
1,16,4085.7400000000002
51,5,1184.6
87,4,1593.67
3,4,750.72
182,4,662.33
1,2,495.72
69,2,409.25
36,1,130.95
324,1,76.74000000000001
29,3,384.56
104,1,450.15999999999997
62,3,533.11
64,7,7480.72
14,1,209.89000000000001
69,11,2029.73
38,1,136.01
55,2,-140.95999999999998
128,1,321.78
6,19,2091.66
191,2,641.13
20,1,234.19
79,2,0.0
35,2,465.84000000000003
35,3,434.2
32,3,947.98
111,3,285.41
6,7,1202.77
189,2,236.56
1,2,249.89000000000001
137,5,1265.26
73,4,900.63
190,1,103.95
0,4,431.90999999999997
13,2,424.71000000000004
364,1,204.26
15,3,646.25
2,7,1360.31
6,13,1910.87
63,3,851.33
0,5,722.0500000000001
357,2,153.59
262,3,251.35
56,4,1904.93
286,2,310.46999999999997
21,5,921.5
7,3,536.04
267,2,1451.41
57,12,2087.97
3,18,2443.66
46,1,355.45
77,2,255.03
207,1,611.08
10,15,6083.85
175,1,125.65
6,6,1158.66
8,15,1145.53
4,3,629.4
58,2,262.32
24,11,2487.57
18,5,1131.8600000000001
16,3,530.86
20,1,286.39
134,1,196.25
16,5,4283.68
123,3,433.85
85,8,3195.5299999999997
246,1,33.0
174,4,0.0
244,1,101.36
28,16,4185.16
18,6,1199.54
37,9,490.25
64,4,433.75
2,10,2476.03
76,3,628.22
14,12,3952.25
3,6,767.49
70,1,778.49
25,6,1462.38
14,5,538.84
44,1,251.04
368,2,207.85
261,1,71.4
17,2,749.0
21,1,127.0
157,2,365.5
48,5,902.4200000000001
30,4,496.0
301,2,424.55
18,4,978.04
63,1,394.37
175,1,-4620.86
4,5,1748.15
34,14,5824.56
11,15,5084.14
80,9,3015.55
11,5,892.7
14,1,256.55
57,1,165.0
56,1,1041.21
22,9,3858.2400000000002
98,3,1688.15
261,1,-779.32
7,1,-1.25
17,4,616.7
79,1,107.0
31,2,406.3
11,8,2651.23
78,4,1077.82
37,4,828.21
27,2,1012.22
105,3,612.41
27,4,853.49
72,1,230.17000000000002
64,1,81.36
186,1,242.06
282,3,265.8
360,1,360.61
238,2,-3224.76
211,1,552.4
0,18,-486.6999999999997
22,4,1367.6
3,10,2642.33
177,2,935.62
77,6,1182.22
67,1,189.0
52,3,800.18
8,4,1152.87
4,2,54.15
81,3,433.07
216,3,1593.83
17,5,1421.3
13,4,2393.5
76,13,2129.78
32,1,302.65000000000003
42,3,497.25
226,2,180.06
18,1,176.9
50,1,630.77
239,1,1954.99
185,1,13.52
32,3,583.71
10,4,858.47
9,13,10970.17
11,2,488.24
79,4,1264.05
66,3,1188.33
72,5,1127.13
10,14,3999.0
10,6,1162.82
81,3,465.6
80,1,232.85
373,1,128.60000000000002
231,1,294.74
4,6,2488.84
0,4,645.8100000000001
14,12,2155.29
272,2,194.7
361,1,228.34
359,3,454.54
3,28,4587.84
8,9,3063.18
45,1,133.18
14,6,1345.48
260,1,273.35
197,1,203.05
64,6,1402.51
27,3,401.66999999999996
213,1,306.0
14,5,669.91
30,4,660.48
29,4,2728.18
37,8,2629.3
31,2,2249.97
11,26,6162.87
372,1,221.53
21,1,128.45
9,7,1014.09
2,14,3952.79
72,10,3705.73
227,1,235.88
58,1,100.2
59,6,1224.39
15,10,2636.9
0,2,363.66
16,3,591.0699999999999
168,1,582.17
29,3,885.3199999999999
357,1,424.3
58,1,474.03
24,1,481.58
32,6,5232.89
298,1,174.95
41,2,410.42
155,2,336.59999999999997
60,1,227.97
137,1,197.57
140,8,2092.16
157,8,1809.39
283,1,389.78
37,1,314.74
23,3,432.18
74,2,631.87
16,4,1026.98
63,5,1155.0300000000002
155,1,31.85
317,1,-18.38
87,2,1220.9099999999999
107,6,8079.85
77,1,212.1
6,5,787.11
297,1,231.68
51,6,1099.81
24,6,4036.77
24,14,8906.04
53,4,727.58
39,3,696.25
52,2,880.97
100,7,3014.64
65,13,5038.61
48,10,1389.51
86,1,143.10000000000002
11,6,1357.95
370,1,231.90000000000003
60,1,327.0
162,5,640.76
119,2,572.07
115,17,4832.9
182,3,695.33
112,2,560.71
9,12,6683.33
79,1,856.01
80,2,406.68
16,7,1624.95
14,3,867.11
133,1,400.2
195,2,313.0
9,3,118.98
296,1,159.68
62,4,597.73
161,2,596.1899999999999
140,1,119.5
366,1,432.96
17,3,795.47
57,8,1447.8
8,2,225.45000000000002
57,2,321.3
204,2,198.41000000000003
226,3,229.46
161,1,263.76
70,8,2086.25
195,3,569.88
38,5,1281.83
3,12,2701.27
171,1,75.28
21,3,580.14
165,1,549.88
290,1,562.98
62,1,327.75
0,2,521.66
217,1,135.04000000000002
22,4,356.71
158,4,837.72
55,1,160.65
23,4,2004.01
9,6,3910.78
51,2,615.27
287,1,292.62
30,1,111.15
284,3,595.7
27,1,251.72
4,7,1702.43
93,2,567.5600000000001
1,10,2337.85
99,1,186.15
189,1,63.6
254,1,96.6
3,9,2226.96
51,1,144.9
52,7,1269.76
226,3,642.14
112,5,1250.86
3,2,433.99
136,1,100.86
216,1,131.15
79,2,501.97999999999996
3,7,1081.8600000000001
2,7,1269.8899999999999
197,12,5692.78
24,21,3880.61
83,2,369.98
7,7,1354.82
45,6,1013.13
10,2,679.44
6,17,3982.66
22,4,794.2
231,1,130.6
20,12,2736.64
91,3,1754.24
4,51,11788.08
18,4,871.14
324,1,200.18
181,2,38.92
116,1,181.89000000000001
63,1,68.03
17,3,520.45
36,1,198.29
25,2,490.21999999999997
116,3,258.93
71,2,189.78
31,2,417.3
3,5,1239.11
46,1,120.95
144,1,221.59
1,7,1504.26
59,1,268.28
134,2,205.14
80,7,970.25
20,1,491.81
104,2,601.4499999999999
371,1,204.3
59,1,141.12
30,1,465.4
18,1,114.1
34,2,445.44
200,1,25.2
73,1,118.85999999999999
9,6,797.8499999999999
91,2,623.08
13,1,188.46
24,4,686.54
263,2,407.94
35,2,237.81
2,18,2984.25
25,4,1050.8
11,7,1109.53
16,6,974.95
107,2,271.75
29,8,1896.57
304,2,467.78999999999996
365,1,338.13
9,4,450.8
74,2,336.62
25,2,393.64
259,1,131.15
169,1,111.5
283,1,2135.46
28,2,1151.04
0,15,3378.31
28,2,4511.76
16,2,237.64000000000001
22,2,1025.1
27,5,2105.81
28,11,1999.94
10,6,3314.1
55,1,124.45
360,1,157.32999999999998
304,1,29.1
3,4,1695.15
29,4,1008.05
11,7,900.64
42,5,644.52
1,10,1158.64
45,2,512.77
43,2,312.35
44,2,152.35
308,1,104.7
366,3,475.42
179,2,59.900000000000006
163,5,838.27
41,1,328.13
18,2,497.04
107,1,81.12
10,10,5321.54
0,3,60.0
1,16,9404.86
1,3,1006.53
9,7,1155.8400000000001
11,5,1066.3
363,2,286.24
10,8,946.64
8,12,2509.84
72,4,1285.69
15,4,674.16
29,3,612.381
62,9,1401.08
331,1,36.25
48,5,1415.55
63,3,1740.8999999999999
21,1,273.31
189,4,768.25
11,3,500.2
283,1,156.6
20,4,602.32
311,2,383.59000000000003
35,6,698.3100000000001
30,3,920.46
11,19,7149.82
21,8,3397.98
27,3,1075.59
10,7,829.67
90,1,979.1999999999999
258,3,236.97
16,23,2958.0
53,3,520.58
28,2,215.44
66,1,260.45
39,2,250.44
0,72,13881.25
9,2,0.0
69,4,643.75
3,12,19726.76
70,7,836.88
88,1,110.69999999999999
102,1,171.15
20,1,126.35000000000001
55,7,1415.81
9,34,23277.6
55,1,149.3
85,1,168.65
45,2,381.15
143,1,97.5
6,9,1243.8
51,1,516.87
175,1,-25111.09
216,3,2525.44
176,1,114.85
4,15,2427.5299999999997
85,1,118.95
34,10,15706.0
1,14,2663.38
46,1,552.9
135,3,132.24
56,8,7021.66
0,6,537.59
7,13,3126.92
39,2,560.14
58,4,1471.52
28,16,10383.13
183,1,164.18
22,1,206.60000000000002
2,8,2273.95
8,6,475.7
21,3,1059.41
9,10,1488.52
28,1,420.54
63,1,-176.96
87,10,2584.11
3,19,14159.61
31,3,830.04
0,3,469.40999999999997
20,7,1363.23
20,1,266.8
46,1,331.35
43,5,305.01
164,1,369.68
79,4,1034.32
290,1,325.74
184,1,137.16
367,1,293.35
0,14,2290.44
265,1,-506.51
132,53,14450.01
22,6,2348.94
2,8,46097.22
238,1,-227.28
87,7,1015.11
0,2,975.5600000000001
14,13,4061.31
16,1,213.08
7,15,1554.77
191,3,654.45
157,3,526.58
60,9,2533.64
30,1,102.6
10,1,57.8
35,16,3115.28
2,7,1679.8
109,1,321.65000000000003
263,1,224.81
36,3,592.15
234,1,1047.0
28,4,446.51
247,5,1079.0
43,2,1272.8
267,1,389.26000000000005
79,1,370.40999999999997
122,2,775.64
49,1,177.69
211,2,209.57
373,1,-29.55
363,1,160.55
276,1,336.5
23,2,658.18
2,8,2422.2000000000003
113,2,747.85
20,1,100.91000000000001
136,1,54.699999999999996
20,2,261.51
198,4,1114.84
25,2,287.25
182,2,673.96
15,9,6493.14
185,3,1289.64
16,8,4159.47
55,1,206.07999999999998
2,42,83760.6
87,9,2512.23
43,2,645.6
304,1,313.35
29,5,963.49
13,1,182.62
60,2,329.42
3,11,3263.73
29,2,554.85
73,3,363.9
32,2,739.2
0,9,2970.14
245,2,1240.25
0,4,724.26
146,7,897.77
20,1,65.34
69,1,34.8
86,4,1445.47
55,2,288.33
252,7,997.3399999999999
18,4,1011.7
144,1,119.86
276,2,170.1
184,1,120.05
25,3,944.82
25,3,767.54
181,1,-648.05
7,4,692.35
8,4,486.48
32,7,1898.3799999999999
7,12,2129.24
107,3,2270.0
60,3,565.43
14,1,142.77
367,1,34.0
28,1,259.17
147,1,167.62
30,4,1040.85
25,3,537.9
213,5,309.28000000000003
221,1,131.83
7,2,1024.55
268,1,374.45
16,2,0.0
177,1,205.23999999999998
8,7,496.26000000000005
302,1,171.7
0,24,5260.5199999999995
280,2,348.75
109,8,878.99
213,1,304.38
11,2,325.3
7,24,7511.36
81,5,1254.68
195,1,135.95
102,4,4067.12
80,3,948.03
254,1,167.4
263,1,176.71
31,6,1661.45
20,17,11288.72
2,2,519.95
373,2,0.0
44,9,4132.44
84,2,1504.7
3,8,2062.39
44,6,1380.92
16,1,409.98
99,3,44.55
15,1,297.07
99,10,2238.51
252,6,1280.21
57,4,633.02
225,1,160.75
372,1,87.30000000000001
11,1,333.81
84,2,296.07
37,8,655.0699999999999
175,8,1410.29
56,16,4246.16
9,22,3163.38
22,4,384.7
2,2,489.59999999999997
193,2,227.14000000000001
18,10,3046.06
20,4,1693.22
231,3,1125.17
44,6,1838.72
72,2,725.15
81,4,3958.5
237,1,254.0
113,2,285.11
23,2,641.4
9,4,470.16
352,2,-12.7
14,3,732.55
59,4,1256.83
282,2,842.4
22,5,506.67
14,7,2485.93
373,1,-6.95
64,3,1112.2
8,2,439.7
29,11,3095.56
363,1,-9.9
0,13,3098.5
304,2,198.6
20,1,418.87
104,3,680.7
122,8,1745.92
1,3,1013.54
65,1,126.0
7,4,829.38
372,1,163.47
276,1,-54.0
296,2,412.92
52,14,3292.77
109,2,561.59
128,1,563.1
112,3,1319.6399999999999
52,7,1828.29
97,3,2735.63
0,2,830.63
52,5,2600.46
10,8,2568.56
3,1,300.66
2,51,17507.74
1,7,1339.25
1,52,19647.41
202,2,281.7
156,9,1174.45
18,3,278.1
232,6,529.6
3,6,1982.45
20,3,819.01
7,8,2736.64
58,2,2557.35
55,1,432.68
9,2,286.5
23,2,317.08
1,8,2685.2
3,4,479.45
31,9,2228.96
146,2,1412.85
23,4,955.2
15,34,5179.84
111,2,442.0
0,12,4121.98
0,4,1192.07
53,1,296.1
90,2,260.38
1,24,9446.53
11,7,452.65000000000003
37,2,620.85
105,4,533.56
58,1,293.5
17,4,1198.09
20,8,1223.58
227,1,163.2
31,15,10165.53
56,1,376.92
261,2,247.63
2,9,1519.12
294,1,307.21000000000004
1,2,2006.32
10,1,102.0
30,8,1089.56
39,3,1345.45
231,1,438.65000000000003
17,8,2468.52
256,2,468.88
7,10,2144.17
160,3,741.69
2,11,4052.56
30,10,2282.01
9,12,4932.09
24,6,426.9
41,2,101.1
63,9,1743.3700000000001
77,2,208.85
15,1,326.74
112,2,600.34
106,5,774.63
162,1,358.15
181,1,351.66
56,1,157.85999999999999
99,5,379.56
9,10,2750.77
59,1,-72.23
10,3,728.75
3,31,3713.3
62,4,1555.83
28,2,441.92
8,6,624.09
91,1,129.75
280,4,36.15
37,3,741.02
83,1,156.37
16,2,299.61
45,1,141.85
22,5,1205.8799999999999
18,9,3024.88
71,2,141.6
27,1,187.3
149,2,575.37
32,8,1687.7
21,3,323.81
296,1,197.70000000000002
302,3,346.56
17,2,679.02
147,1,93.49
185,1,112.86
80,2,271.44
6,1,736.28
296,1,171.25
13,6,815.11
102,2,368.35
321,2,147.3
4,4,661.04
30,5,1191.44
216,1,178.07
24,12,3112.46
86,4,767.48
7,13,3657.3
27,1,184.66
11,4,378.68
245,1,414.72
30,3,437.87
183,4,262.64
6,12,5871.2300000000005
303,3,343.21
9,9,1756.73
3,4,405.48
10,2,1609.37
28,1,591.96
0,3,75.76
13,4,393.77
372,1,124.78
6,6,2907.65
9,1,180.60999999999999
41,1,334.62
55,5,2162.93
56,2,449.25
233,4,701.96
9,1,133.34
219,2,382.09
44,5,3791.1800000000003
358,1,338.46000000000004
49,2,689.6700000000001
0,11,3769.9500000000003
78,1,175.9
0,126,28844.93
237,1,430.69
46,1,114.92
190,4,596.09
150,2,129.69
52,22,2645.16
115,4,457.96000000000004
7,158,50495.5
57,6,1552.35
23,3,543.47
42,3,1596.29
97,4,757.24
7,1,208.97
0,2,1803.2
4,21,7539.89
3,4,717.39
20,13,2968.91
20,3,923.99
4,7,2585.2
20,2,321.72
10,35,15428.31
119,2,805.3000000000001
45,12,273.03
21,1,227.15
3,3,599.78
1,2,1213.8
32,4,913.05
16,1,235.87
8,15,4429.8
323,1,167.1
34,3,3424.02
30,2,999.48
274,2,366.0
14,2,291.56
174,4,308.18
3,21,2281.92
72,4,693.32
9,21,790.1700000000001
9,5,545.05
1,13,1236.67
2,9,1943.25
87,2,147.12
156,2,149.7
181,1,216.39999999999998
29,1,381.09000000000003
8,11,1571.08
275,1,291.76
8,7,1088.82
372,1,110.05
361,1,261.7
10,1,64.49
35,12,3020.64
186,1,225.78
263,2,43.87
135,3,396.39
73,1,536.28
3,41,20130.69
13,8,1533.98
178,1,170.4
162,2,289.5
7,3,550.95
7,1,244.08
79,3,638.2
356,1,294.0
206,1,128.7
22,8,2239.1
14,10,2502.44
32,16,2862.55
267,1,114.69
41,1,344.90000000000003
35,6,509.75
55,1,144.29
80,8,24976.44
225,3,1128.72
314,1,-165.03
58,1,74.99
331,3,360.35
6,87,46144.75
0,7,937.18
8,2,627.5400000000001
13,4,788.46
175,1,159.17000000000002
2,14,1521.79
290,2,392.6
363,1,465.42
227,1,140.75
157,2,61.300000000000004
7,64,1681.4
184,4,550.15
106,4,643.16
7,1,261.76
0,21,4434.81
226,5,865.49
6,2,223.42
8,4,590.4399999999999
137,25,2007.34
183,1,161.94
16,3,1035.1
1,13,2521.2200000000003
7,1,321.79
21,2,1165.41
0,4,1159.99
28,1,201.27
45,1,239.12
315,1,138.18
30,1,171.71
27,4,999.51
11,5,691.35
122,7,288.42
14,1,207.32999999999998
15,4,891.73
226,1,206.95
24,1,252.88
252,1,225.99
23,8,1593.49
17,2,419.38
14,3,482.33
15,4,601.74
1,2,338.41
199,1,124.25
84,4,509.01
10,4,244.37
11,1,353.51
16,3,524.83
27,1,215.22
50,14,17642.89
72,12,1823.19
8,2,410.79
358,1,115.3
45,2,476.90000000000003
66,1,165.0
34,3,34.55
178,2,129.28
144,2,216.41
20,4,894.53
175,1,-3248.86
14,6,1177.72
135,2,2074.07
218,1,192.05
277,1,433.77
13,1,451.3
10,1,335.52
20,2,546.34
20,8,1142.37
56,9,97.39999999999999
191,1,141.48
9,4,548.22
0,21,4475.81
176,1,116.1
1,1,287.91
22,8,1417.01
284,1,189.63
16,2,326.09
128,1,222.64
72,2,500.92
28,1,337.66
269,8,2275.98
199,1,10877.18
119,4,230.7
27,1,176.5
2,6,4381.78
231,2,176.1
28,3,1188.46
176,2,603.9
43,2,1185.46
1,20,4361.06
15,6,802.85
25,2,186.60000000000002
81,13,3613.98
23,17,3456.8
21,2,1122.4
18,6,2455.68
304,2,307.75
0,5,975.63
8,2,1019.44
9,17,3041.19
15,1,151.49
1,8,1699.25
60,2,389.40000000000003
126,1,590.78
32,1,463.53
9,3,88.5
8,3,955.8000000000001
14,17,10641.5
81,1,428.45
56,1,321.9
228,1,360.85
0,9,7107.43
79,4,2346.19
81,8,3305.32
62,3,1723.04
77,3,808.81
14,7,1959.3200000000002
31,1,527.94
185,1,451.56
9,3,399.61
0,95,341776.73
184,1,105.8
111,5,1019.16
77,1,165.88
231,2,577.8100000000001
4,15,1816.5900000000001
46,1,193.48000000000002
218,2,398.9
53,2,420.67
3,1,76.32000000000001
332,1,9.700000000000001
11,5,731.38
4,5,1062.95
2,1,180.7
148,1,92.2
107,1,102.65
38,1,209.05
172,1,399.29
266,1,222.95999999999998
139,1,220.13
233,2,445.0
27,8,547.3100000000001
37,5,769.88
186,2,145.99
108,1,536.41
28,3,873.97
8,8,2169.25
17,8,2730.4900000000002
281,1,112.85000000000001
39,4,941.88
55,5,1200.59
281,1,426.69
294,1,246.22
23,3,533.41
4,1,186.88
206,1,213.9
21,1,365.82
14,1,184.41
367,1,371.51
195,2,639.34
258,1,175.5
7,15,2474.91
9,6,1897.69
105,4,1206.0
15,38,9799.06
247,1,589.52
238,1,58.5
310,1,176.1
195,3,875.45
37,9,4481.08
157,2,754.38
35,6,799.76
98,1,291.13
357,1,329.58
258,3,682.19
65,4,1264.7
254,2,312.24
238,3,461.16
112,1,321.59999999999997
1,3,942.74
73,5,3188.2000000000003
22,1,101.16
106,2,770.56
148,2,221.4
310,2,342.2
357,1,447.53000000000003
16,3,332.1
188,1,314.65999999999997
128,3,505.12
200,1,360.08
17,1,147.45
312,1,298.3
165,5,1480.99
35,5,1924.65
148,4,281.05
231,2,479.91999999999996
3,9,1487.6200000000001
29,9,1473.92
20,2,337.03
20,25,7182.35
0,19,7284.59
13,24,6556.48
112,2,0.0
1,10,3526.81
0,3,1474.1100000000001
41,24,4766.7
186,1,179.6
23,6,913.11
150,1,270.92
7,2,588.75
50,5,896.0
80,4,1372.72
49,1,515.78
65,2,568.64
9,15,3728.67
244,1,162.72
44,6,721.43
80,8,21964.14
183,6,938.92
277,1,317.88
216,1,267.9
91,1,199.85
22,1,110.7
81,6,2231.42
99,8,2040.97
1,5,1979.6000000000001
9,24,7156.95
28,2,428.06
133,1,603.25
69,1,251.1
294,2,252.87
226,6,1451.22
1,1,168.6
67,1,161.4
244,2,680.85
64,4,1282.55
225,1,153.0
213,2,741.85
20,7,1297.31
23,6,1013.75
39,1,240.3
154,1,231.33999999999997
15,2,291.85
212,1,120.32
17,6,619.37
64,2,436.68
295,1,427.0
111,3,1188.43
17,5,2340.61
0,5229,1190919.98
